OBS,Path,BaseTable,DataTablePath,f.Name,prompttext,ft.Name,DataType,mmria_path,value1,value2,mmria_value,MMRIA Group Name,Comments
2793,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,MK- Macedonia,MK,MK- Macedonia,,
2794,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TT- Timor-Leste,TT,TT- Timor-Leste,,
2795,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TO- Togo,TO,TO- Togo,,
2796,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TL- Tokelau,TL,TL- Tokelau,,
2797,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TN- Tonga,TN,TN- Tonga,,
2798,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TD- Trinidad & Tobago,TD,TD- Trinidad & Tobago,,
2799,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TS- Tunisia,TS,TS- Tunisia,,
2800,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TU- Turkey,TU,TU- Turkey,,
2801,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TX- Turkmenistan,TX,TX- Turkmenistan,,
2802,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TK- Turks & Caicos Is.,TK,TK- Turks & Caicos Is.,,
2803,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TV- Tuvalu,TV,TV- Tuvalu,,
2804,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,UG- Uganda,UG,UG- Uganda,,
2805,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,UP- Ukraine,UP,UP- Ukraine,,
2806,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,AE- United Arab Emirates,AE,AE- United Arab Emirates,,
2807,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,UK- United Kingdom,UK,UK- United Kingdom,,
2808,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,TZ- Tanzania,TZ,TZ- Tanzania,,
2809,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,VQ- Virgin Is.,VQ,VQ- Virgin Is.,,
2810,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,UY- Uruguay,UY,UY- Uruguay,,
2811,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,UZ- Uzbekistan,UZ,UZ- Uzbekistan,,
2812,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,NH- Vanuatu,NH,NH- Vanuatu,,
2813,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,VE- Venezuela,VE,VE- Venezuela,,
2814,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,VM- Vietnam,VM,VM- Vietnam,,
2815,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,WQ- Wake I.,WQ,WQ- Wake I.,,
2816,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,WF- Wallis & Futuna,WF,WF- Wallis & Futuna,,
2817,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,WE- West Bank,WE,WE- West Bank,,
2818,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,WI- Western Sahara,WI,WI- Western Sahara,,
2819,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,YM- Yemen,YM,YM- Yemen,,
2820,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,ZA- Zambia,ZA,ZA- Zambia,,
2821,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,ZI- Zimbabwe,ZI,ZI- Zimbabwe,,
2822,SocialServicesRecord17.SS_BCountry,SocialServicesRecord,SocialServicesRecord17,SS_BCountry,Country of birth,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/country_of_birth,SS- South Sudan,SS,SS- South Sudan,,
2823,SocialServicesRecord17.SS_BeenInJail,SocialServicesRecord,SocialServicesRecord17,SS_BeenInJail,Previous or current incarceration(s)?,Legal Values,Unknown,social_and_environmental_profile/previous_or_current_incarcerations,,,(blank),,
2824,SocialServicesRecord17.SS_BeenInJail,SocialServicesRecord,SocialServicesRecord17,SS_BeenInJail,Previous or current incarceration(s)?,Legal Values,Unknown,social_and_environmental_profile/previous_or_current_incarcerations,Never,,Never,,
2825,SocialServicesRecord17.SS_BeenInJail,SocialServicesRecord,SocialServicesRecord17,SS_BeenInJail,Previous or current incarceration(s)?,Legal Values,Unknown,social_and_environmental_profile/previous_or_current_incarcerations,"Previously, before pregnancy",,Before Pregnancy,,
2826,SocialServicesRecord17.SS_BeenInJail,SocialServicesRecord,SocialServicesRecord17,SS_BeenInJail,Previous or current incarceration(s)?,Legal Values,Unknown,social_and_environmental_profile/previous_or_current_incarcerations,During pregnancy,,During Pregnancy,,
2827,SocialServicesRecord17.SS_BeenInJail,SocialServicesRecord,SocialServicesRecord17,SS_BeenInJail,Previous or current incarceration(s)?,Legal Values,Unknown,social_and_environmental_profile/previous_or_current_incarcerations,After pregnancy,,After Pregnancy,,
2828,SocialServicesRecord17.SS_HH_grid,SocialServicesRecord,SocialServicesRecord17,SS_HH_grid,Members of household,Grid,Unknown,,,,,,
2829,SocialServicesRecord17.SS_Homeless,SocialServicesRecord,SocialServicesRecord17,SS_Homeless,Homelessness*,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/homelessness,,,(blank),,
2830,SocialServicesRecord17.SS_Homeless,SocialServicesRecord,SocialServicesRecord17,SS_Homeless,Homelessness*,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/homelessness,1 - Never,1,Never,,
2831,SocialServicesRecord17.SS_Homeless,SocialServicesRecord,SocialServicesRecord17,SS_Homeless,Homelessness*,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/homelessness,"2 - Yes, in last 12 months",2,"Yes, in last 12 months",,
2832,SocialServicesRecord17.SS_Homeless,SocialServicesRecord,SocialServicesRecord17,SS_Homeless,Homelessness*,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/homelessness,"3 - Yes, but more than 12 months ago",3,"Yes, but more than 12 months ago",,
2833,SocialServicesRecord17.SS_Homeless,SocialServicesRecord,SocialServicesRecord17,SS_Homeless,Homelessness*,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/homelessness,4 - Unknown,4,Unknown,,
2834,SocialServicesRecord17.SS_Homeless,SocialServicesRecord,SocialServicesRecord17,SS_Homeless,Homelessness*,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/homelessness,9 - Not specified,9,Not Specified,,
2835,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,,,(blank),,"Totally different; needs ""Other"" options"
2836,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,1 - Naturalized citizen,,US Citizen,,
2837,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,2 - Pending naturalization,,Legal Permanent Resident (LPR),,
2838,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,,,Refugee/Asylee,,
2839,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,,,Parolee,,
2840,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,,,Work Visa Holder (J and H),,
2841,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,,,Student Visa Holder,,
2842,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,3 - Visitor,,Tourist/Visitor Visa Holder (Including Laser Visa Border Crossers),,
2843,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,,,Undocumented,,
2844,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,,,Victim of Crime/Victim of Trafficking or Unaccompanied Minor,,
2845,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,4 - Other,,Other,,
2846,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,5 - Unknown,,Unknown,,
2847,SocialServicesRecord17.SS_ImmgrStat,SocialServicesRecord,SocialServicesRecord17,SS_ImmgrStat,Immigration status,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/immigration_status,9 - Not specified,,Unknown,,
2848,SocialServicesRecord17.SS_Jail_grid,SocialServicesRecord,SocialServicesRecord17,SS_Jail_grid,Details of incarcerations,Grid,Unknown,,,,,,
2849,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,,,(blank),,
2850,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,1 - Own,1,Own,,
2851,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,2 - Rent,2,Rent,,
2852,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,3 - Public housing,3,Public Housing,,
2853,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,4 - Live with relative,4,Live with Relative,,
2854,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,5 - Homeless,5,Homeless,,
2855,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,6 - Other,6,Other,,
2856,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,7 - Unknown,7,Unknown,,
2857,SocialServicesRecord17.SS_LivArrange,SocialServicesRecord,SocialServicesRecord17,SS_LivArrange,Current living arrangements,Comment Legal,Unknown,social_and_environmental_profile/socio_economic_characteristics/current_living_arrangements,9 - Not specified,9,Not Specified,,
2858,SocialServicesRecord17.SS_Name1,SocialServicesRecord,SocialServicesRecord17,SS_Name1,Name,Text,Text,,,,,,Copied from home record in MMRDS; Not needed in MMRIA
